%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 256 Hz
%Board = OpenBCI_GUI$BoardShim
%Generated by NeuroBIDS-Flow sample generator
 Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Timestamp, Marker
   763,     -786,     -183,    -1197,     -825,      359,    -1292,    -1048,    -1165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.980469, 
   764,    -1657,    -1370,    -1679,    -1574,    -1123,    -1040,    -1471,    -1142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.984375, 
   765,     -545,       -9,    -1979,     -925,      567,    -1084,     -698,     -512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.988281, 
   766,        1,     -461,     -920,       -5,    -1319,     1101,     -783,      445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.992188, 
   767,      604,     -328,     -174,     -807,     -409,      530,     -323,      -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.996094, 
   768,      793,      328,      817,     -431,      578,     -487,      946,      730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.000000, 
   769,     1884,      522,     -214,      -60,     -425,       70,      941,      345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.003906, 
   770,      479,     1075,      607,    -1807,      -14,      879,      367,      880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.007812, 
   771,     1019,       78,     -493,      868,     1007,       -6,      874,      499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.011719, 
   772,      371,     1158,      241,     1206,     -381,      403,      987,     1071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.015625, 
   773,     2127,       84,     -779,     1107,     1604,      662,      823,      988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.019531, 
   774,      296,      774,     2394,     1527,     1886,      303,      279,     1304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.023438, 
   775,     2107,      797,     1005,      574,     1894,     1608,     1743,      116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.027344, 
   776,     1947,     1450,      910,     2014,     1017,      319,     1928,      407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.031250, 
   777,      150,      683,     1036,      110,      389,      598,      620,     1820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.035156, 
   778,     1210,      338,     2214,      363,      271,      592,      433,     1772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.039062, 
   779,      627,     1278,       29,      104,      514,     1385,     1286,     -555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.042969, 
   780,     -168,     -179,     -549,      233,      195,       50,        9,      -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.046875, 
   781,     -201,     -426,     1231,     -271,     -365,     1323,     -710,     -431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.050781, 
   782,     -145,    -1582,    -1149,     -392,      739,     -566,     -313,      -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.054688, 
   783,     -274,     -661,      354,     -971,     -681,     -664,      671,     -523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.058594, 
   784,      324,    -1309,     -728,     -972,      286,      -49,     -788,     -243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.062500, 
   785,     -416,     -968,     -509,    -2299,     -732,      488,    -1035,    -1797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.066406, 
   786,    -1390,     -712,    -1837,     -334,     -848,    -1050,    -1035,     -795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.070312, 
   787,     -395,    -1622,      846,    -1580,     -546,      -64,    -1561,    -1335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.074219, 
   788,    -2034,    -1414,    -1118,    -1191,     -523,     -293,    -1692,    -1624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.078125, 
   789,    -1037,    -1851,    -1248,    -1488,     -874,    -1288,     -952,     -790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.082031, 
   790,     -841,     -988,     -278,     -264,     -267,     -658,    -1639,    -1151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.085938, 
   791,      -35,    -1110,     -909,     -841,      -15,     -504,     -847,     -899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.089844, 
   792,      909,     1160,        6,    -1918,      830,     -971,     -253,      260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.093750, 
   793,       82,      945,     -909,      124,      -15,       46,       -8,     -362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.097656, 
   794,      -87,     1055,      252,     -346,     -368,      208,     -178,     1138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.101562, 
   795,     -103,     -504,      -40,      349,      -90,      616,     -715,    -1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.105469, 
   796,     1112,      433,       26,     1110,     2141,      599,      -30,      308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.109375, 
   797,      576,     -100,       75,       44,     -554,      259,      608,     -219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.113281, 
   798,      481,     2055,     1413,      784,       20,     2460,      888,       79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.117188, 
   799,     1520,     1439,      646,      364,      899,     1027,      342,      393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.121094, 
   800,     1676,      185,      768,     1554,      479,     1764,       62,     1533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.125000, 
   801,      204,     1096,     1135,      901,     1398,     1142,      553,      667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.128906, 
   802,     -249,     -240,     1519,      738,     1245,     1765,      179,      145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.132812, 
   803,      549,      523,       -4,     -217,      256,       94,     -384,     1274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.136719, 
   804,     -326,      320,      586,      941,     1447,      378,      356,      -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.140625, 
   805,     -621,      731,     -374,      824,     -504,      -65,       -5,     1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.144531, 
   806,     -679,      681,     -121,     -495,     -476,     -365,     -938,     -509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.148438, 
   807,      503,     -185,      515,      -96,      855,      -19,     -792,      -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.152344, 
   808,       31,     -555,    -1979,      -10,    -1281,     -570,     -654,     1243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.156250, 
   809,     1062,    -2758,    -1206,      901,     -354,    -1544,    -1680,     -458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.160156, 
   810,    -1164,      314,     -888,     -471,      318,     -936,    -1240,     -127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.164062, 
   811,       56,    -1277,     -580,     -836,    -2580,    -1095,     -377,     -625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.167969, 
   812,     -557,     -820,      -69,     -993,    -1115,     -297,    -1131,     -652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.171875, 
   813,    -1261,      628,    -2026,     -952,     -251,    -1858,    -1287,    -1257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.175781, 
   814,     -931,    -1634,      116,     -318,    -1014,    -1177,       76,     -413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.179688, 
   815,    -1105,     -714,     -379,    -1321,     -689,    -1232,     -268,      209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.183594, 
   816,     -407,     -247,     -742,       44,     -455,      -81,      150,    -1907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.187500, 
   817,      263,      334,    -1384,    -1432,     -188,     -764,     -628,    -1110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.191406, 
   818,     -439,     -191,     -576,      255,     -732,      510,      -59,     -720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.195312, 
   819,      595,      815,      714,      660,      540,       -5,      361,     -786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.199219, 
   820,     1096,      -35,      260,      784,      414,      571,      749,      405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.203125, 
   821,     1447,      809,      323,      626,     -324,     1187,     2337,     -271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.207031, 
   822,     -166,      898,      -31,      885,      307,     -186,     1031,      336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.210938, 
   823,      725,      697,     1251,      489,     -189,      592,     1828,     1404, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.214844, 
   824,     1327,     1068,      750,       96,      994,     1133,     2710,     -710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.218750, 
   825,      163,      305,      733,     1060,     1222,     1025,     2342,      759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.222656, 
   826,        1,      680,      816,      927,     1023,       10,     1252,      477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.226562, 
   827,      798,      -47,      382,     1435,     1185,     1283,     1813,      451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.230469, 
   828,      425,      405,      155,      607,      791,      734,      972,     -141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.234375, 
   829,      430,     1310,     -473,      653,     1057,      632,      657,      111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.238281, 
   830,       41,      639,      -58,      550,      271,      209,     1009,      236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.242188, 
   831,     1597,      354,    -1060,      531,      618,    -1987,      776,      -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.246094, 
   832,     -381,    -1144,      254,      565,     -934,      294,      251,      419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.250000, 
   833,      107,      -71,     -734,     -926,    -1223,      108,     -467,     -928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.253906, 
   834,     -135,     -525,     -746,      -12,     -425,     -766,     -927,    -1263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.257812, 
   835,    -1785,     -291,     -676,     -773,     -192,    -1648,    -1630,    -1780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.261719, 
   836,      202,      146,    -1319,     -350,     -967,    -1140,     -885,     -417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.265625, 
   837,     -444,    -1138,    -1652,      128,     -435,     -196,     -958,      -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.269531, 
   838,     -789,    -1106,     -745,    -2309,     -686,    -1168,     -624,    -1343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.273438, 
   839,     -162,     -255,      396,      -56,    -2246,     -856,    -2166,    -1364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.277344, 
   840,     -828,    -1201,     -185,     -875,      762,    -1020,    -1063,      828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.281250, 
   841,      -81,     -614,      185,    -1247,    -1518,     -461,    -1160,      529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.285156, 
   842,    -1769,    -1850,    -1381,     -803,    -1144,    -1393,     -906,      706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.289062, 
   843,      232,     -522,     -444,    -1008,      455,     -451,      163,      202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.292969, 
   844,       20,      772,     -235,      237,      -89,      632,      409,      606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.296875, 
   845,      249,      341,     1074,     -578,     -399,     -499,      467,      102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.300781, 
   846,     -236,      931,      943,     1136,       13,      143,       84,     -511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.304688, 
   847,      373,     1162,      410,      985,      -70,     1227,      116,     -353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.308594, 
   848,      515,     1587,     -853,      834,      144,     1183,     1249,      660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.312500, 
   849,       37,      569,       24,     -564,     1332,     1106,     1751,     1330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.316406, 
   850,     1115,     1507,     1299,      -12,      540,     1135,     1794,      603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.320312, 
   851,     1950,     2402,      679,      840,      177,     1144,     1118,     1085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.324219, 
   852,      -93,      842,      786,      843,      350,      705,      834,      531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.328125, 
   853,     1103,     -110,     1186,     1405,      670,     1514,     1239,      669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.332031, 
   854,      360,      243,     1402,    -1311,      140,      328,     1202,      821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.335938, 
   855,      112,      786,      -50,      -37,      265,     -194,      307,     1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.339844, 
   856,      323,     -841,      670,      835,      507,     -655,      297,      107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.343750, 
   857,      118,     -453,     1139,     -168,     -264,     -355,     2302,     1014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.347656, 
   858,      -36,     -381,      797,     -474,     -737,     -583,     -188,     -638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.351562, 
   859,    -1128,     -296,     -726,    -1451,     -837,     -847,      478,      234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.355469, 
   860,      174,      648,     -358,      153,      377,    -1345,     -594,     -401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.359375, 
   861,     -655,     -248,     -206,    -1035,      749,     -459,     -463,    -2117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.363281, 
   862,     -422,    -1568,     -807,      -87,     -790,    -1456,    -1092,       12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.367188, 
   863,      -67,     1712,    -1050,      100,     -396,     -514,    -1143,    -1545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.371094, 
   864,    -2181,     -902,    -2053,       -7,    -1522,     -407,     -119,    -1035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.375000, 
   865,     -423,    -1974,    -1427,     -868,    -1243,      879,     -161,     -168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.378906, 
   866,     -861,    -1448,    -1218,    -1076,     -449,    -1056,      820,    -1092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.382812, 
   867,       72,    -1303,    -1457,     -981,    -2197,     -718,     -277,     -440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.386719, 
   868,     -971,    -1338,     -360,      887,       84,     -934,      -41,      276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.390625, 
   869,      397,      113,      351,     -372,     -609,    -1016,       -6,     -471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.394531, 
   870,     -721,    -1803,     -294,      693,     -736,     -295,     -453,      167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.398438, 
   871,      474,      863,    -1274,      528,      465,     -316,      768,      322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.402344, 
   872,      601,      956,      330,      134,     1378,     -384,      416,     1414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.406250, 
   873,      486,      284,      775,      421,      381,      750,     -302,     1989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.410156, 
   874,       44,     1351,      875,     1531,      932,       17,     1497,      319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.414062, 
   875,      590,      104,      354,      859,     1142,     1217,      417,     1173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.417969, 
   876,     1508,      323,       80,      584,     1050,     1463,     1023,      772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.421875, 
   877,     1885,     1255,     1481,      345,      218,      306,      995,     1086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.425781, 
   878,     2142,      690,     1067,     1046,      981,     1770,      788,     2131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.429688, 
   879,     1079,      306,      268,      379,      849,      995,     -175,     1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.433594, 
   880,      745,      500,     -430,      975,    -1254,      528,     1248,      175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.437500, 
   881,      694,     1278,      543,     2101,      969,     -800,     -393,     -618, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.441406, 
   882,     1480,     1045,     -415,      534,     -822,     -963,    -1785,      697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.445312, 
   883,      317,      254,      224,     1178,       54,     1023,      194,     -558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.449219, 
   884,     -189,     -486,     -142,     -728,      770,      637,      -54,    -1038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.453125, 
   885,     -634,      -99,      944,        9,     -613,      623,    -1609,     -556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.457031, 
   886,     -731,    -1203,     -676,      218,    -1326,      622,     -982,     -574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.460938, 
   887,     -502,       23,      581,      164,     -386,      161,     -378,    -1363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.464844, 
   888,    -1357,     -215,     -797,        5,       87,     -692,     -228,    -1844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.468750, 
   889,    -1313,      403,    -1340,     -882,    -1637,     -517,     -779,     -320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.472656, 
   890,     -922,    -1418,    -1588,     -282,    -2463,    -1339,     -589,     -741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.476562, 
   891,    -1117,    -1435,    -1402,    -1496,      -19,     -653,     -559,     -434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.480469, 
   892,     -298,     -328,     -410,      379,     -125,     -198,     -974,    -1173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.484375, 
   893,      -89,     -725,     -455,    -1181,     -283,      -28,    -1409,    -1276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.488281, 
   894,     -176,      317,    -1586,      489,    -1560,     -436,     -614,     -824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.492188, 
   895,      186,      742,      542,      558,      258,    -1504,      578,    -1210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.496094, 
   896,      155,     1219,     1068,      772,      770,     -938,      843,     -123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.500000, 
   897,    -2253,      330,     -949,     1677,     1738,      610,      498,      -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.503906, 
   898,      -99,     1079,     1167,     1194,      299,      148,      385,      595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.507812, 
   899,     1130,      308,     1785,     -234,      762,     1102,     1989,      907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.511719, 
   900,      221,      929,     -421,     1180,     -660,      -32,     1081,     1114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.515625, 
   901,     1439,      829,      551,     -402,     1515,     1779,     1546,      783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.519531, 
   902,     1506,      823,      324,      833,     1528,      265,      373,      436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.523438, 
   903,      692,     2094,     1524,      586,     1141,     1861,     1149,      257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.527344, 
   904,      397,     -106,      515,     1222,     1591,     -247,     1860,     1282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.531250, 
   905,      676,      666,      364,      117,      145,     1074,      102,     1106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.535156, 
   906,      475,      541,      788,      -26,      359,     -119,      837,     -108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.539062, 
   907,      731,      742,     1357,      647,      190,      304,      941,     1551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.542969, 
   908,    -1473,     -638,       56,      886,      835,      819,     1403,      892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.546875, 
   909,     -614,     -322,     -437,     -119,      631,      483,      863,     -629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.550781, 
   910,    -1012,     -733,     -524,     1225,     -120,     -885,     1109,      -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.554688, 
   911,    -2215,    -2036,      -83,     -755,     -347,     -936,      308,     -571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.558594, 
   912,    -1017,       94,    -1579,     -229,     -315,    -1741,      150,     -533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.562500, 
   913,    -1811,    -1791,     -815,     -575,    -1030,    -2007,    -1248,     -783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.566406, 
   914,    -1135,    -1951,    -1505,    -1105,       38,    -1435,    -1384,     -584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.570312, 
   915,    -1221,     -258,    -1701,      -14,    -1197,    -1467,      336,     -120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.574219, 
   916,     -554,    -1083,    -2164,    -1456,     -570,    -1869,    -1112,     -928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.578125, 
   917,     -940,     -973,    -1117,    -2165,    -1172,     -909,    -1137,     -725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.582031, 
   918,    -1774,     -827,       84,     -723,       -3,     -660,    -2241,        4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.585938, 
